N,P,K,Temperature,Humidity,pH,Rainfall,Label,Disease_Prone,Common_Disease(Fungal),Common_Disease(Bacterial),Common_Disease(Viral),Salinity_dS_m,Water_Requirement,Disease_Resistance_Score,Nutrient_Deficiency
62,80,88,34.6,58.0,7.3,286.2,Soybean,Yes,None,Black Rot,None,2.17,189.5,8.0,Nitrogen
80,15,32,27.9,50.3,6.89,126.3,Turmeric,No,None,None,None,2.32,457.7,4.9,Nitrogen
33,72,46,15.1,55.8,6.55,280.1,Wheat,No,None,None,None,3.23,522.0,5.7,Phosphorus
101,13,40,31.7,87.3,7.02,365.1,Guar,Yes,Sclerotium Rots,None,None,0.68,499.8,7.5,Potassium
37,68,37,38.1,88.4,6.77,100.1,Paddy,Yes,None,None,None,0.97,790.7,2.6,Phosphorus
61,17,90,34.4,89.5,5.75,203.9,Ragi,No,None,None,None,1.66,793.8,1.9,Phosphorus
93,16,72,23.4,32.2,7.17,161.2,Peas,No,Leaf Spot,None,None,2.98,576.5,5.9,Phosphorus
30,18,71,30.9,58.1,6.18,348.4,Potato,No,Leaf Spot,None,Cucumber Mosaic Virus,0.84,630.1,5.2,Nitrogen
20,46,19,25.0,75.4,6.33,332.7,Bitter Gourd,No,None,None,None,2.68,655.9,1.7,Phosphorus
37,29,22,33.4,65.8,6.17,366.6,Tomato,No,None,Rot,None,1.61,575.8,8.9,Nitrogen
90,27,53,24.0,55.1,5.51,319.1,Peas,Yes,None,None,Tobacco Mosaic Virus,1.96,371.3,1.0,Phosphorus
53,66,82,37.2,89.4,5.65,183.2,Oat,No,None,Fire Blight,None,0.62,492.6,5.4,Phosphorus
28,80,29,30.6,74.6,7.29,284.9,Brinjal,No,None,Bacterial Crown Gall,None,2.01,757.2,5.1,Nitrogen
100,67,18,26.2,68.0,6.78,189.8,Tomato,Yes,None,None,None,2.05,350.5,6.9,Nitrogen
63,50,79,19.8,47.6,7.35,317.6,Linseed,No,None,None,None,1.79,786.0,2.0,Nitrogen
22,27,66,25.4,76.2,6.84,355.1,Onion,No,None,None,None,2.72,776.1,6.6,None
37,13,14,28.6,63.3,5.79,293.5,Chilly,No,None,None,None,2.05,523.9,2.1,None
117,51,71,18.9,31.4,5.52,374.7,Onion,No,None,None,None,1.29,789.8,8.3,Phosphorus
26,45,11,28.2,47.5,6.84,123.2,Bajra,No,None,None,None,3.42,654.6,2.9,Phosphorus
24,69,39,23.0,34.4,5.69,234.1,Sugarcane,No,None,None,None,2.19,363.9,8.6,None
86,77,71,23.7,36.3,6.83,339.9,Barley,No,None,None,None,1.59,503.0,6.1,None
42,51,61,34.2,73.1,6.96,304.2,Mustard,No,None,None,None,0.64,179.0,1.9,Nitrogen
59,32,13,24.8,54.2,5.77,222.7,Onion,No,Blight,Bacterial Crown Gall,None,1.3,172.0,7.2,Nitrogen
79,15,75,26.4,86.8,7.04,158.7,Amaranth,No,None,None,None,2.58,395.9,6.1,Potassium
115,70,13,35.8,88.5,6.09,269.0,Turmeric,Yes,None,None,None,2.41,555.5,3.4,Potassium
93,76,71,39.0,31.1,6.59,374.4,Sugarcane,Yes,None,None,None,0.7,252.7,2.4,Phosphorus
29,10,51,38.9,77.8,6.48,148.5,Onion,Yes,None,None,Potato Virus,2.09,242.2,1.3,Nitrogen
59,10,38,32.9,32.8,5.82,239.1,Barley,Yes,Fusarium Rots,None,None,2.31,724.0,3.6,None
76,41,16,31.2,31.0,5.61,218.7,Ragi,Yes,None,None,None,3.02,572.1,7.9,Potassium
56,38,87,29.9,55.0,6.1,202.4,Jowar,Yes,None,None,None,3.01,697.8,2.9,Nitrogen
117,15,70,24.2,70.3,7.15,216.2,Garlic,No,Downy Mildew,Leaf Spot Wilt,None,1.79,725.3,4.8,Potassium
63,45,65,29.0,44.6,7.15,135.8,Sugarcane,No,Anthracnose,None,None,0.95,530.5,8.8,Potassium
100,57,42,26.1,71.3,6.49,336.7,Jowar,No,None,None,None,1.76,733.7,3.2,None
108,74,82,30.8,42.3,7.42,319.8,Paddy,No,None,None,None,2.95,106.2,8.9,None
94,10,87,28.9,52.9,5.54,154.5,Wheat,No,None,None,None,1.1,242.0,5.3,Potassium
104,15,47,27.4,73.1,7.18,167.1,Cotton,No,None,Bacterial Canker,None,2.41,525.4,4.4,Phosphorus
79,76,45,36.5,60.9,7.28,194.6,Ragi,No,None,None,None,3.46,753.8,2.3,None
114,61,61,31.5,71.3,6.6,205.0,Sugarcane,No,None,None,None,1.22,607.1,3.2,Potassium
112,62,61,18.3,67.7,7.44,253.2,Brinjal,Yes,None,None,None,1.35,751.0,6.6,None
91,29,13,24.2,57.2,5.61,172.2,Guar,Yes,Black Spot,None,None,2.0,527.8,8.4,None
118,25,63,24.5,81.8,5.67,52.1,Chilly,Yes,None,None,None,1.4,220.6,5.4,None
65,63,33,17.7,86.0,7.27,349.4,Cotton,No,None,Bacterial Canker,None,2.14,327.7,7.7,None
67,12,65,28.1,71.7,6.44,75.7,Wheat,Yes,None,None,None,3.11,705.1,5.8,Phosphorus
65,14,66,34.3,61.5,6.82,159.0,Barley,Yes,None,None,Mosaic Virus,0.8,455.2,5.1,Potassium
75,32,62,24.8,41.6,6.88,342.7,Garlic,Yes,None,None,None,1.95,782.5,2.3,Phosphorus
75,37,19,31.4,46.4,6.88,392.1,Barley,No,Leaf Spot,None,None,0.58,542.2,6.2,Phosphorus
68,49,24,27.4,73.4,5.85,57.0,Coriander,Yes,None,None,Cucumber Mosaic Virus,3.16,145.8,2.2,Phosphorus
49,64,69,24.8,73.6,6.39,393.2,Onion,Yes,None,None,None,1.69,278.4,5.3,Potassium
70,77,72,31.2,77.0,6.92,99.6,Oat,No,None,Leaf Spot Wilt,None,1.85,475.6,8.8,None
64,70,50,20.7,75.1,5.93,217.5,Barley,Yes,None,None,None,2.05,180.4,3.9,Phosphorus
50,43,76,34.6,55.8,5.77,129.3,Okra,Yes,None,None,None,3.33,534.6,2.8,None
72,50,14,17.8,69.5,5.87,168.3,Sunflower,No,None,None,None,1.34,565.0,4.2,Nitrogen
33,60,80,24.2,36.5,6.1,313.7,Alfalfa,Yes,Powdery Mildew,None,None,0.87,230.4,6.4,Phosphorus
90,61,19,27.3,77.3,5.69,149.7,Cauliflower,Yes,None,Leaf Spot Wilt,None,3.2,360.4,5.8,Nitrogen
63,61,63,31.3,55.6,6.05,379.5,Potato,Yes,Rust,None,None,2.4,720.9,7.8,Potassium
48,13,18,17.8,82.6,7.48,164.3,Bajra,Yes,None,Blackleg,None,2.02,748.3,8.0,Potassium
114,59,66,19.6,61.9,6.24,65.6,Onion,No,None,Tuber Soft Rot,None,2.17,787.9,8.4,Phosphorus
106,40,34,35.4,51.8,6.09,220.8,Paddy,Yes,None,None,None,1.92,195.9,8.4,Potassium
91,26,83,18.7,80.8,7.32,271.1,Jowar,Yes,None,None,None,2.38,473.5,3.9,Nitrogen
50,54,29,15.1,47.8,5.85,134.2,Bajra,No,None,None,None,0.83,135.7,8.6,Nitrogen
30,53,77,34.7,64.7,5.92,290.1,Garlic,No,None,None,None,2.53,723.2,5.3,Phosphorus
69,42,21,15.8,43.6,6.56,371.5,Onion,Yes,Powdery Mildew,None,None,0.6,754.3,5.5,Nitrogen
108,13,54,24.5,36.9,5.61,355.2,Linseed,No,None,Rot,None,1.34,555.4,7.2,Potassium
44,25,52,20.6,61.0,7.41,70.2,Amaranth,Yes,None,None,None,2.38,619.3,9.8,Phosphorus
91,78,83,19.2,70.2,5.53,262.1,Wheat,No,None,None,None,3.06,334.2,4.8,Nitrogen
20,26,32,39.1,62.6,5.66,119.3,Sunflower,No,None,None,None,1.07,510.8,4.4,None
36,26,32,20.8,44.1,6.88,65.9,Fennel,No,None,None,None,0.89,444.7,9.8,None
81,61,82,29.3,32.6,7.49,292.4,Chilly,Yes,None,None,None,3.41,662.6,4.3,None
103,19,44,32.4,41.5,6.49,284.9,Amaranth,No,None,None,None,2.73,649.4,1.3,Potassium
51,17,75,36.6,79.2,7.22,105.0,Oat,Yes,None,None,None,1.69,347.6,5.8,Potassium
111,36,40,38.3,57.4,6.11,282.9,Potato,No,None,Blackleg,Mosaic,3.06,190.4,8.3,Nitrogen
109,21,22,32.1,34.4,6.7,228.0,Cabbage,No,None,None,None,2.3,349.8,1.7,Nitrogen
73,15,64,16.6,51.0,7.0,371.0,Oat,Yes,Blight,None,None,3.49,369.7,5.4,None
60,40,68,17.4,75.4,6.47,203.5,Garlic,Yes,None,None,Mosaic Virus,2.3,354.5,7.1,Potassium
91,33,78,16.5,79.6,7.44,230.0,Cumin,Yes,None,None,None,2.44,376.7,4.5,Potassium
44,22,55,38.6,34.0,6.14,127.1,Sugarcane,No,None,None,None,1.29,259.8,6.3,Nitrogen
113,34,87,17.5,30.2,7.23,138.5,Barley,Yes,Anthracnose,None,None,2.88,707.2,9.3,Potassium
119,57,76,36.7,89.2,5.63,164.3,Brinjal,No,None,None,None,0.95,142.3,7.1,Phosphorus
56,24,47,17.9,67.5,6.88,131.4,Linseed,Yes,None,None,None,2.55,169.8,3.0,Phosphorus
62,58,66,37.5,31.1,6.95,379.6,Castor,Yes,None,None,None,3.04,471.0,2.8,Phosphorus
103,80,72,26.5,55.5,5.71,128.3,Barley,No,Powdery Mildew,None,None,0.54,326.8,6.3,Potassium
106,15,26,21.3,87.4,5.84,171.7,Potato,No,None,None,None,3.36,198.7,3.6,Phosphorus
90,62,36,26.9,36.8,6.58,187.6,Guar,No,None,None,None,3.48,355.5,8.6,Phosphorus
107,63,50,39.9,46.6,5.96,378.0,Chilly,No,Rust,None,None,0.91,795.7,6.6,Potassium
46,43,55,28.8,44.6,6.15,140.4,Garlic,No,Mildew,None,None,2.23,334.3,4.0,Phosphorus
31,53,51,34.7,79.9,7.25,104.4,Mustard,No,None,None,Leaf Curl,3.14,496.5,4.9,Nitrogen
102,74,46,37.7,66.9,6.17,101.2,Potato,Yes,None,None,None,3.33,626.8,7.0,Nitrogen
33,17,65,17.5,42.5,5.67,120.8,Peas,No,None,None,None,2.77,664.4,5.3,None
38,50,16,24.0,84.1,6.48,346.1,Potato,Yes,Rhizoctonia Rots,Stewart's Wilt,None,2.45,229.1,3.4,Potassium
70,46,22,39.5,55.4,6.63,256.5,Coriander,Yes,None,None,None,1.32,608.3,9.1,None
40,52,15,34.1,60.1,6.64,130.6,Guar,Yes,Blight,None,Cauliflower Mosaic Virus,1.64,350.2,3.5,Phosphorus
38,57,63,20.2,45.7,6.95,98.3,Barley,Yes,None,Leaf Spot Wilt,None,1.14,140.8,8.6,Nitrogen
52,27,61,31.0,52.6,6.69,122.9,Bajra,No,Rhizoctonia Rots,Rot,Tomato Yellow Leaf Curl Virus,2.95,196.2,7.8,Nitrogen
103,68,86,15.5,33.0,5.83,360.6,Peas,No,None,None,None,2.91,665.9,7.5,None
52,46,58,21.9,49.2,7.24,55.6,Barley,Yes,None,None,None,3.4,656.1,4.3,Potassium
59,64,77,19.1,72.1,5.67,196.8,Bitter Gourd,Yes,Leaf Spot,None,None,2.48,100.7,4.0,None
28,77,45,22.3,80.2,6.57,373.6,Chilly,Yes,None,Fire Blight,None,2.8,309.4,2.7,Potassium
35,66,46,35.6,65.9,5.85,162.3,Cumin,Yes,Rust,None,None,3.35,331.5,5.0,None
33,12,80,21.3,31.9,5.6,299.0,Linseed,Yes,None,None,Tomato Spotted Wilt Virus,0.57,409.1,8.9,None
52,18,64,37.1,63.6,6.95,320.1,Cauliflower,No,Rust,None,None,3.37,625.4,3.1,Phosphorus
61,35,79,34.2,31.1,7.3,135.7,Sunflower,No,None,Scab,None,0.55,612.0,8.1,Phosphorus
105,35,64,28.9,73.5,5.99,291.7,Castor,Yes,None,None,None,2.34,174.4,4.0,Potassium
113,52,29,22.6,69.4,6.81,296.6,Amaranth,Yes,None,Scab,None,1.95,416.6,4.2,None
65,65,23,24.9,58.1,6.34,144.0,Soybean,No,None,None,None,2.97,520.0,2.8,Nitrogen
94,13,63,35.4,40.0,6.45,135.5,Jowar,Yes,None,None,None,1.68,462.1,6.8,None
106,72,59,18.5,65.6,7.01,258.1,Beet,Yes,Sclerotium Rots,None,None,2.59,785.5,3.7,Potassium
23,49,34,34.0,47.5,5.97,311.6,Ragi,No,None,None,None,2.51,256.1,6.3,Potassium
115,57,23,22.6,48.6,7.03,294.9,Barley,Yes,None,None,None,2.11,687.2,6.1,Potassium
52,51,43,26.1,33.4,5.86,282.5,Alfalfa,Yes,None,None,None,2.0,230.3,7.9,Potassium
23,30,20,17.5,60.9,6.02,74.0,Paddy,No,None,None,None,2.02,179.4,6.7,Potassium
92,25,20,17.7,87.7,5.72,235.9,Cauliflower,No,Blight,None,None,2.83,186.3,2.6,Phosphorus
59,48,81,20.3,73.0,6.42,122.4,Alfalfa,No,None,None,None,0.52,525.3,7.6,None
30,23,70,16.4,87.0,6.06,200.0,Brinjal,Yes,Leaf Spot,None,None,1.36,613.9,1.2,Nitrogen
117,68,61,27.6,68.2,6.81,80.3,Cumin,No,Anthracnose,None,None,2.12,743.6,7.0,Phosphorus
114,59,89,15.6,69.7,7.02,374.6,Alfalfa,Yes,None,Stewart's Wilt,Plum Pox Virus,0.78,403.9,9.6,Phosphorus
111,80,85,16.1,48.3,7.33,72.5,Paddy,No,Rhizoctonia Rots,Citrus Cankers,None,0.65,628.6,7.6,Nitrogen
60,51,27,18.5,86.0,6.09,288.4,Soybean,No,None,None,None,0.93,694.7,9.0,Phosphorus
76,48,11,29.0,59.9,6.92,273.0,Paddy,No,None,Aerial Stem Rot,None,3.24,768.9,6.3,Potassium
55,40,85,27.8,66.5,6.12,99.8,Coriander,No,None,None,None,1.59,412.8,6.3,None
103,44,39,24.5,76.1,6.52,332.1,Cabbage,No,None,None,None,3.39,157.2,8.2,Potassium
80,26,15,17.7,70.7,7.02,146.0,Okra,Yes,Downy Mildew,None,None,1.15,110.3,2.4,Phosphorus
71,21,88,25.1,37.4,6.38,80.8,Okra,Yes,None,None,None,0.78,328.7,6.4,Nitrogen
108,43,79,15.3,62.1,6.92,146.9,Cabbage,No,Rust,None,None,0.52,448.4,9.8,Potassium
26,42,28,38.0,55.3,6.4,86.7,Chilly,Yes,None,None,None,0.91,409.2,1.5,Potassium
66,41,48,20.1,39.9,7.09,190.4,Bajra,No,None,None,None,2.5,331.7,3.0,Nitrogen
82,60,53,33.2,41.4,6.94,186.3,Bajra,Yes,Fusarium Rots,None,None,2.69,767.3,3.4,Nitrogen
23,61,55,20.6,50.5,6.51,206.3,Jowar,Yes,None,None,None,3.47,733.5,8.8,Nitrogen
58,70,69,22.4,65.0,5.5,317.1,Tomato,Yes,None,Rot,None,2.37,480.2,9.7,Phosphorus
22,13,11,17.1,50.9,6.14,385.4,Brinjal,No,None,None,None,0.78,397.4,7.0,Potassium
22,34,48,25.4,76.7,7.16,269.9,Ragi,Yes,None,None,None,2.69,337.3,1.3,None
51,54,36,36.7,38.3,6.9,399.4,Fennel,Yes,None,Bacterial Blight,African Cassava Mosaic Virus,1.01,504.3,6.9,Phosphorus
42,49,86,35.5,35.4,7.49,226.0,Bajra,No,None,None,None,0.78,615.7,9.6,Nitrogen
106,54,17,19.9,84.8,6.55,389.4,Paddy,Yes,None,None,None,3.33,239.9,3.6,Phosphorus
80,32,41,16.8,52.0,7.39,198.8,Tomato,No,None,None,None,1.88,359.6,4.1,Phosphorus
50,64,28,21.2,62.4,6.23,173.6,Ragi,Yes,Botrytis Blight,None,Mosaic Virus,3.13,668.3,2.6,Nitrogen
26,77,78,31.7,69.4,5.61,190.4,Jowar,Yes,None,None,Yellowing,1.49,446.5,1.5,Potassium
53,77,58,23.3,87.3,7.21,110.5,Bitter Gourd,Yes,Blight,None,None,2.33,242.4,9.8,Potassium
44,43,28,17.1,69.6,7.08,181.2,Ragi,No,None,None,None,3.17,688.8,7.5,Potassium
86,76,18,26.3,70.4,6.98,394.3,Sugarcane,No,Sclerotium Rots,None,None,2.43,119.2,5.7,Nitrogen
70,76,40,15.7,34.3,7.3,171.4,Cabbage,Yes,None,Leaf Spot Wilt,None,1.24,131.0,3.2,Phosphorus
84,68,19,16.5,37.1,6.58,110.3,Mustard,Yes,Downy Mildew,None,None,0.53,144.6,4.9,Potassium
74,45,53,36.5,51.7,6.61,233.0,Potato,No,None,None,None,2.45,631.8,5.9,None
100,24,21,31.1,35.6,6.61,354.5,Barley,Yes,None,None,Brome Mosaic Virus,1.62,135.6,4.1,None
75,25,63,27.7,41.6,5.5,369.2,Bajra,Yes,Powdery Mildew,None,None,2.79,530.1,7.1,Potassium
34,70,20,37.0,85.8,6.95,92.5,Garlic,No,None,None,None,2.86,306.0,8.8,Potassium
74,55,31,36.8,58.1,5.72,276.4,Guar,Yes,None,Bacterial Blight,None,3.31,641.4,2.5,Potassium
76,24,10,16.3,54.5,6.53,117.1,Brinjal,No,None,None,None,2.43,697.3,7.1,None
84,74,56,36.1,32.4,6.74,52.4,Chilly,No,None,None,None,1.56,381.6,7.6,Nitrogen
50,76,10,39.4,59.9,5.62,233.4,Guar,Yes,None,None,None,2.2,301.8,8.6,None
92,23,22,28.3,72.5,5.71,233.0,Garlic,Yes,Botrytis Blight,None,Mosaic Virus,2.2,703.6,4.1,None
75,12,27,22.8,78.5,5.54,157.9,Okra,No,Anthracnose,Bacterial Blight,None,0.6,520.6,7.9,Phosphorus
71,73,23,24.5,61.6,5.76,202.9,Okra,No,None,None,None,1.26,127.8,6.5,Nitrogen
111,31,88,37.7,76.9,6.98,354.7,Garlic,No,None,None,None,1.92,546.2,5.1,Phosphorus
42,49,24,26.2,86.0,6.55,324.8,Wheat,No,None,None,None,1.03,779.3,3.8,Phosphorus
95,80,41,36.4,43.3,6.5,294.5,Sunflower,Yes,Fusarium Rots,None,None,1.32,693.0,9.6,Nitrogen
37,50,31,18.5,43.2,6.65,76.4,Ragi,No,None,None,None,3.03,253.9,4.0,None
95,20,30,29.3,44.4,7.09,270.5,Cabbage,Yes,None,None,None,1.68,507.5,7.9,Potassium
56,69,61,23.9,86.0,5.95,376.2,Barley,No,None,None,None,1.95,138.6,1.7,Potassium
96,69,65,38.2,44.9,6.78,162.8,Bitter Gourd,No,None,None,Tomato Spotted Wilt Virus,2.11,689.8,8.2,None
84,63,42,39.8,48.7,6.75,88.5,Brinjal,No,None,None,None,0.56,774.6,4.0,Phosphorus
107,65,80,34.6,57.0,7.24,171.6,Bitter Gourd,Yes,Sclerotium Rots,None,None,1.89,568.2,8.4,None
76,57,80,37.0,84.8,6.7,246.7,Alfalfa,Yes,None,None,None,1.98,158.7,5.8,Nitrogen
40,52,82,21.6,57.8,7.45,115.8,Turmeric,Yes,None,None,None,1.78,266.1,2.4,Nitrogen
25,11,53,25.3,81.9,7.45,261.7,Potato,Yes,None,None,Potato Virus Y,2.93,713.6,5.2,Potassium
63,41,49,38.2,45.9,7.42,247.3,Turmeric,No,Fusarium Rots,None,None,3.29,523.8,9.9,Nitrogen
54,36,22,30.3,45.3,7.19,245.7,Sunflower,No,None,None,Stunt,2.67,738.0,7.0,Phosphorus
51,80,45,19.4,87.9,7.44,297.3,Garlic,No,Sclerotinia Rots,None,None,1.98,589.6,9.4,None
26,16,23,29.2,74.2,7.12,84.0,Alfalfa,Yes,None,None,None,2.1,511.0,3.6,Phosphorus
36,62,25,30.6,51.0,6.62,65.7,Linseed,No,Botrytis Blight,None,None,2.16,721.0,9.3,Phosphorus
55,78,66,20.5,33.5,6.84,219.8,Tomato,No,None,None,None,2.45,454.7,4.2,Potassium
59,44,67,21.6,67.3,5.84,191.2,Chilly,No,Leaf Spot,None,None,3.17,642.4,2.3,None
22,41,17,28.0,58.7,6.12,143.0,Oat,Yes,None,None,None,3.02,566.4,7.1,None
62,32,82,38.4,85.6,6.02,376.1,Soybean,No,None,None,None,0.75,513.9,1.8,Nitrogen
47,11,88,31.6,86.3,6.92,323.9,Potato,Yes,None,None,None,1.26,190.3,8.2,Phosphorus
85,50,49,32.4,80.1,5.66,338.2,Beet,Yes,None,Black Rot,None,2.8,221.6,4.9,Potassium
93,61,83,19.9,68.1,6.61,297.2,Castor,Yes,None,None,African Cassava Mosaic Virus,1.0,398.3,1.3,None
34,53,47,39.7,89.2,7.16,192.9,Linseed,No,None,None,None,0.61,571.5,2.5,None
78,35,76,22.2,42.2,6.78,66.0,Barley,Yes,Anthracnose,None,None,1.72,627.5,1.0,Potassium
102,62,13,36.1,59.0,7.32,150.5,Chilly,No,None,None,None,2.86,210.6,5.5,None
31,53,57,30.5,33.6,6.99,276.1,Okra,No,None,None,None,2.92,411.8,3.1,Potassium
111,41,77,20.5,65.9,5.75,207.1,Maize,Yes,Black Spot,None,None,0.96,267.7,6.8,None
117,36,37,27.9,67.9,7.03,321.2,Coriander,Yes,None,None,None,2.84,373.3,9.7,Potassium
64,64,86,39.1,87.7,5.69,193.2,Cauliflower,No,None,Fire Blight,None,0.67,503.7,8.2,Phosphorus
30,70,36,37.8,86.0,6.64,75.3,Amaranth,No,None,Rot,None,1.38,351.4,8.2,Potassium
60,57,66,18.5,75.4,6.97,176.5,Fennel,Yes,None,None,None,2.85,139.6,1.2,Phosphorus
93,39,77,21.8,53.3,7.0,295.2,Soybean,Yes,Powdery Mildew,None,None,2.07,292.6,3.0,None
118,65,80,25.4,44.3,6.38,247.7,Oat,No,Rhizoctonia Rots,None,None,2.72,604.3,7.5,Potassium
62,41,74,36.7,74.7,6.4,81.7,Sugarcane,No,None,None,Leaf Curl,2.1,720.6,3.1,Nitrogen
88,52,80,26.6,36.0,5.52,172.2,Onion,Yes,None,Bacterial Crown Gall,None,3.29,769.4,5.8,Phosphorus
33,46,25,18.2,58.7,7.48,305.2,Soybean,Yes,None,None,None,2.59,397.6,4.5,Phosphorus
118,77,41,39.7,41.8,5.57,153.0,Jowar,No,Sclerotinia Rots,None,None,3.07,769.7,1.9,Potassium
86,38,53,22.1,69.2,6.62,154.4,Cotton,Yes,None,None,None,3.48,781.5,3.7,Phosphorus
83,54,29,30.5,68.4,7.03,284.5,Linseed,No,None,None,None,1.16,439.2,6.6,Phosphorus
39,12,86,36.0,31.2,6.74,96.3,Sugarcane,No,None,None,None,0.71,767.8,2.6,None
74,63,57,25.2,60.5,6.98,233.7,Mustard,No,Anthracnose,None,None,1.91,131.5,1.9,None
100,21,90,33.2,72.2,5.87,102.2,Oat,Yes,None,None,None,1.79,665.0,5.9,Nitrogen
102,42,88,37.8,34.0,6.55,117.2,Bitter Gourd,No,None,Citrus Cankers,None,2.93,413.2,7.1,Potassium
44,15,16,20.9,70.2,5.72,367.9,Wheat,No,None,None,None,2.52,590.4,4.6,Potassium
39,40,74,18.8,52.7,6.92,212.1,Okra,No,Fusarium Rots,None,None,3.06,755.2,7.3,Nitrogen
107,22,26,24.2,65.7,5.95,130.7,Cauliflower,Yes,None,None,None,3.01,632.1,5.9,Phosphorus
101,70,35,25.0,31.8,7.48,64.2,Potato,No,None,Stewart's Wilt,None,1.23,262.8,5.8,Phosphorus
95,42,72,36.9,48.9,6.97,379.3,Mustard,Yes,None,None,None,1.03,331.1,5.1,Nitrogen
30,22,12,37.7,53.4,5.78,238.4,Bitter Gourd,No,Rhizoctonia Rots,None,None,0.75,594.5,7.0,Nitrogen
25,64,14,26.6,39.0,7.24,137.4,Alfalfa,Yes,Powdery Mildew,None,None,0.94,467.3,9.9,Potassium
91,68,58,33.3,68.8,6.09,326.3,Oat,No,None,None,None,3.23,436.3,9.8,Nitrogen
68,64,10,16.1,64.3,6.53,378.8,Linseed,Yes,None,None,None,2.62,791.3,4.0,Nitrogen
37,12,35,27.9,30.9,6.47,291.9,Linseed,No,None,None,None,1.26,126.1,3.8,Potassium
64,17,81,33.1,79.9,6.7,148.5,Amaranth,No,Anthracnose,None,None,2.23,150.6,1.9,Phosphorus
72,28,41,34.2,75.4,5.83,90.9,Cumin,Yes,None,None,None,1.08,187.3,1.8,Phosphorus
87,73,11,35.3,71.2,5.92,265.3,Jowar,Yes,None,None,None,3.49,190.4,9.7,Phosphorus
118,66,25,20.0,88.0,7.48,104.0,Castor,No,Rust,None,None,1.06,363.5,1.2,None
78,16,26,15.0,45.2,7.38,312.1,Jowar,No,None,Stewart's Wilt,None,2.55,573.1,9.7,Nitrogen
112,43,66,33.9,66.0,7.44,75.1,Cabbage,Yes,None,Leaf Spot Wilt,None,1.02,639.8,7.8,None
95,59,66,29.4,79.5,6.12,115.2,Barley,No,None,None,None,1.18,315.5,9.3,None
101,71,33,31.9,65.2,6.62,333.1,Ragi,Yes,None,None,Potato Virus,3.24,397.8,1.2,Potassium
29,53,48,32.9,35.0,7.26,200.1,Okra,Yes,None,None,None,1.58,785.7,7.2,None
66,41,68,29.9,56.9,5.85,239.1,Okra,No,None,Bacterial Crown Gall,None,0.85,666.0,1.5,Potassium
100,62,44,32.3,34.9,5.63,141.5,Maize,No,Botrytis Blight,None,None,1.17,624.2,5.6,None
72,41,73,24.4,66.3,6.28,388.5,Turmeric,No,Rust,None,None,0.67,102.8,5.8,Potassium
66,58,25,18.1,57.7,5.91,52.9,Fennel,No,Powdery Mildew,None,None,2.48,328.4,3.2,Potassium
74,68,51,21.0,65.3,7.16,145.8,Peas,No,Sclerotinia Rots,None,None,2.1,516.5,6.1,Phosphorus
33,39,74,20.5,49.3,6.27,225.4,Barley,No,None,None,None,2.13,696.8,4.1,Potassium
78,57,36,29.2,87.0,6.2,218.8,Cotton,No,Mildew,None,None,2.65,412.6,6.8,None
112,23,49,28.0,74.3,6.39,242.4,Castor,Yes,None,None,None,0.94,550.5,5.3,None
110,22,16,24.1,72.1,6.39,357.4,Wheat,No,None,None,None,3.28,183.5,4.7,Nitrogen
80,18,69,33.8,63.5,7.0,67.7,Mustard,No,None,None,None,3.45,425.5,9.7,Nitrogen
36,57,76,19.2,77.2,5.83,241.9,Oat,No,Anthracnose,None,None,0.78,456.3,9.8,Potassium
21,11,25,17.6,73.0,6.05,154.4,Cauliflower,Yes,None,None,None,0.67,177.7,5.5,Nitrogen
57,25,82,27.0,30.1,6.75,91.5,Potato,No,None,None,Mosaic,1.15,519.8,6.2,Potassium
96,23,82,25.3,50.8,6.04,280.3,Sugarcane,Yes,None,None,None,1.01,733.2,7.9,Potassium
73,76,24,23.7,71.2,7.16,198.3,Cumin,No,Black Spot,None,Mosaic,3.04,206.8,9.1,Potassium
87,51,57,15.7,71.3,5.95,142.1,Amaranth,No,None,None,None,2.48,658.8,3.3,None
64,63,47,16.9,48.9,6.94,93.1,Bajra,No,None,None,None,1.57,659.6,3.3,Nitrogen
29,22,39,37.4,89.7,6.61,347.6,Brinjal,No,Sclerotinia Rots,None,None,3.42,406.3,8.4,Nitrogen
32,71,66,18.5,56.1,5.82,85.2,Beet,Yes,None,None,None,0.69,430.9,5.6,Potassium
82,45,13,33.5,83.5,6.74,398.8,Sugarcane,Yes,Mildew,None,None,1.21,320.5,1.9,Nitrogen
52,52,32,29.3,54.2,5.71,298.8,Bajra,No,None,None,None,3.18,391.3,8.2,Nitrogen
46,74,20,16.5,54.6,6.11,289.3,Cauliflower,No,None,None,None,1.16,573.0,5.3,Potassium
92,44,79,36.0,59.1,6.57,321.7,Soybean,No,None,Rot,None,2.3,501.7,6.2,None
70,18,88,33.2,77.0,7.2,354.5,Soybean,Yes,None,None,None,0.8,514.1,5.7,None
30,32,39,38.6,73.8,6.61,60.0,Okra,No,None,None,None,2.95,498.5,7.2,Phosphorus
45,77,16,34.5,75.8,6.14,250.7,Bajra,Yes,None,None,None,3.43,180.5,7.0,Potassium
37,22,13,34.0,82.5,7.26,162.4,Barley,No,None,None,None,1.39,417.4,2.7,Nitrogen
26,62,59,25.6,56.1,7.01,357.4,Maize,No,Powdery Mildew,None,None,1.57,460.9,1.8,None
